Date,Product,Category,Unit_Cost_AED,Opening_Stock,Daily_Demand,Closing_Stock,Stock_Value_AED,Stockout_Risk,Days_of_Cover,Day_of_Week,Month
2/23/2024,Arabica_Beans_kg,Coffee,45,116,70,46,5220,TRUE,1.657142857,Friday,2024-02
2/24/2024,Arabica_Beans_kg,Coffee,45,46,64,0,2070,TRUE,0.71875,Saturday,2024-02
2/25/2024,Arabica_Beans_kg,Coffee,45,0,49,0,0,TRUE,0,Sunday,2024-02
2/26/2024,Arabica_Beans_kg,Coffee,45,336,74,262,15120,FALSE,4.540540541,Monday,2024-02
2/27/2024,Arabica_Beans_kg,Coffee,45,262,56,206,11790,FALSE,4.678571429,Tuesday,2024-02
2/28/2024,Arabica_Beans_kg,Coffee,45,206,53,153,9270,FALSE,3.886792453,Wednesday,2024-02
2/29/2024,Arabica_Beans_kg,Coffee,45,153,53,100,6885,FALSE,2.886792453,Thursday,2024-02
3/1/2024,Arabica_Beans_kg,Coffee,45,100,67,33,4500,TRUE,1.492537313,Friday,2024-03
3/2/2024,Arabica_Beans_kg,Coffee,45,33,67,0,1485,TRUE,0.492537313,Saturday,2024-03
3/3/2024,Arabica_Beans_kg,Coffee,45,0,43,0,0,TRUE,0,Sunday,2024-03
3/4/2024,Arabica_Beans_kg,Coffee,45,336,51,285,15120,FALSE,6.588235294,Monday,2024-03
3/5/2024,Arabica_Beans_kg,Coffee,45,285,71,214,12825,FALSE,4.014084507,Tuesday,2024-03
3/6/2024,Arabica_Beans_kg,Coffee,45,214,50,164,9630,FALSE,4.28,Wednesday,2024-03
3/7/2024,Arabica_Beans_kg,Coffee,45,164,58,106,7380,FALSE,2.827586207,Thursday,2024-03
3/8/2024,Arabica_Beans_kg,Coffee,45,106,78,28,4770,TRUE,1.358974359,Friday,2024-03
3/9/2024,Arabica_Beans_kg,Coffee,45,28,89,0,1260,TRUE,0.314606742,Saturday,2024-03
3/10/2024,Arabica_Beans_kg,Coffee,45,0,57,0,0,TRUE,0,Sunday,2024-03
3/11/2024,Arabica_Beans_kg,Coffee,45,336,53,283,15120,FALSE,6.339622642,Monday,2024-03
3/12/2024,Arabica_Beans_kg,Coffee,45,283,44,239,12735,FALSE,6.431818182,Tuesday,2024-03
3/13/2024,Arabica_Beans_kg,Coffee,45,239,57,182,10755,FALSE,4.192982456,Wednesday,2024-03
3/14/2024,Arabica_Beans_kg,Coffee,45,182,45,137,8190,FALSE,4.044444444,Thursday,2024-03
3/15/2024,Arabica_Beans_kg,Coffee,45,137,87,50,6165,TRUE,1.574712644,Friday,2024-03
3/16/2024,Arabica_Beans_kg,Coffee,45,50,68,0,2250,TRUE,0.735294118,Saturday,2024-03
3/17/2024,Arabica_Beans_kg,Coffee,45,0,53,0,0,TRUE,0,Sunday,2024-03
3/18/2024,Arabica_Beans_kg,Coffee,45,336,41,295,15120,FALSE,8.195121951,Monday,2024-03
3/19/2024,Arabica_Beans_kg,Coffee,45,295,51,244,13275,FALSE,5.784313725,Tuesday,2024-03
3/20/2024,Arabica_Beans_kg,Coffee,45,244,30,214,10980,FALSE,8.133333333,Wednesday,2024-03
3/21/2024,Arabica_Beans_kg,Coffee,45,214,42,172,9630,FALSE,5.095238095,Thursday,2024-03
3/22/2024,Arabica_Beans_kg,Coffee,45,172,74,98,7740,FALSE,2.324324324,Friday,2024-03
3/23/2024,Arabica_Beans_kg,Coffee,45,98,61,37,4410,TRUE,1.606557377,Saturday,2024-03
3/24/2024,Arabica_Beans_kg,Coffee,45,37,44,0,1665,TRUE,0.840909091,Sunday,2024-03
3/25/2024,Arabica_Beans_kg,Coffee,45,336,48,288,15120,FALSE,7,Monday,2024-03
3/26/2024,Arabica_Beans_kg,Coffee,45,288,52,236,12960,FALSE,5.538461538,Tuesday,2024-03
3/27/2024,Arabica_Beans_kg,Coffee,45,236,55,181,10620,FALSE,4.290909091,Wednesday,2024-03
3/28/2024,Arabica_Beans_kg,Coffee,45,181,40,141,8145,FALSE,4.525,Thursday,2024-03
3/29/2024,Arabica_Beans_kg,Coffee,45,141,76,65,6345,TRUE,1.855263158,Friday,2024-03
3/30/2024,Arabica_Beans_kg,Coffee,45,65,65,0,2925,TRUE,1,Saturday,2024-03
3/31/2024,Arabica_Beans_kg,Coffee,45,0,53,0,0,TRUE,0,Sunday,2024-03
4/1/2024,Arabica_Beans_kg,Coffee,45,336,56,280,15120,FALSE,6,Monday,2024-04
4/2/2024,Arabica_Beans_kg,Coffee,45,280,41,239,12600,FALSE,6.829268293,Tuesday,2024-04
4/3/2024,Arabica_Beans_kg,Coffee,45,239,40,199,10755,FALSE,5.975,Wednesday,2024-04
4/4/2024,Arabica_Beans_kg,Coffee,45,199,48,151,8955,FALSE,4.145833333,Thursday,2024-04
4/5/2024,Arabica_Beans_kg,Coffee,45,151,63,88,6795,FALSE,2.396825397,Friday,2024-04
4/6/2024,Arabica_Beans_kg,Coffee,45,88,76,12,3960,TRUE,1.157894737,Saturday,2024-04
4/7/2024,Arabica_Beans_kg,Coffee,45,12,55,0,540,TRUE,0.218181818,Sunday,2024-04
4/8/2024,Arabica_Beans_kg,Coffee,45,336,64,272,15120,FALSE,5.25,Monday,2024-04
4/9/2024,Arabica_Beans_kg,Coffee,45,272,49,223,12240,FALSE,5.551020408,Tuesday,2024-04
4/10/2024,Arabica_Beans_kg,Coffee,45,223,48,175,10035,FALSE,4.645833333,Wednesday,2024-04
4/11/2024,Arabica_Beans_kg,Coffee,45,175,51,124,7875,FALSE,3.431372549,Thursday,2024-04
4/12/2024,Arabica_Beans_kg,Coffee,45,124,80,44,5580,TRUE,1.55,Friday,2024-04
4/13/2024,Arabica_Beans_kg,Coffee,45,44,54,0,1980,TRUE,0.814814815,Saturday,2024-04
4/14/2024,Arabica_Beans_kg,Coffee,45,0,48,0,0,TRUE,0,Sunday,2024-04
4/15/2024,Arabica_Beans_kg,Coffee,45,336,37,299,15120,FALSE,9.081081081,Monday,2024-04
4/16/2024,Arabica_Beans_kg,Coffee,45,299,35,264,13455,FALSE,8.542857143,Tuesday,2024-04
4/17/2024,Arabica_Beans_kg,Coffee,45,264,46,218,11880,FALSE,5.739130435,Wednesday,2024-04
4/18/2024,Arabica_Beans_kg,Coffee,45,218,47,171,9810,FALSE,4.638297872,Thursday,2024-04
4/19/2024,Arabica_Beans_kg,Coffee,45,171,71,100,7695,FALSE,2.408450704,Friday,2024-04
4/20/2024,Arabica_Beans_kg,Coffee,45,100,58,42,4500,TRUE,1.724137931,Saturday,2024-04
4/21/2024,Arabica_Beans_kg,Coffee,45,42,44,0,1890,TRUE,0.954545455,Sunday,2024-04
4/22/2024,Arabica_Beans_kg,Coffee,45,336,38,298,15120,FALSE,8.842105263,Monday,2024-04
4/23/2024,Arabica_Beans_kg,Coffee,45,298,36,262,13410,FALSE,8.277777778,Tuesday,2024-04
4/24/2024,Arabica_Beans_kg,Coffee,45,262,40,222,11790,FALSE,6.55,Wednesday,2024-04
4/25/2024,Arabica_Beans_kg,Coffee,45,222,58,164,9990,FALSE,3.827586207,Thursday,2024-04
4/26/2024,Arabica_Beans_kg,Coffee,45,164,76,88,7380,FALSE,2.157894737,Friday,2024-04
4/27/2024,Arabica_Beans_kg,Coffee,45,88,63,25,3960,TRUE,1.396825397,Saturday,2024-04
4/28/2024,Arabica_Beans_kg,Coffee,45,25,35,0,1125,TRUE,0.714285714,Sunday,2024-04
4/29/2024,Arabica_Beans_kg,Coffee,45,336,51,285,15120,FALSE,6.588235294,Monday,2024-04
4/30/2024,Arabica_Beans_kg,Coffee,45,285,64,221,12825,FALSE,4.453125,Tuesday,2024-04
5/1/2024,Arabica_Beans_kg,Coffee,45,221,49,172,9945,FALSE,4.510204082,Wednesday,2024-05
5/2/2024,Arabica_Beans_kg,Coffee,45,172,44,128,7740,FALSE,3.909090909,Thursday,2024-05
5/3/2024,Arabica_Beans_kg,Coffee,45,128,99,29,5760,TRUE,1.292929293,Friday,2024-05
5/4/2024,Arabica_Beans_kg,Coffee,45,29,51,0,1305,TRUE,0.568627451,Saturday,2024-05
5/5/2024,Arabica_Beans_kg,Coffee,45,0,62,0,0,TRUE,0,Sunday,2024-05
5/6/2024,Arabica_Beans_kg,Coffee,45,336,49,287,15120,FALSE,6.857142857,Monday,2024-05
5/7/2024,Arabica_Beans_kg,Coffee,45,287,74,213,12915,FALSE,3.878378378,Tuesday,2024-05
5/8/2024,Arabica_Beans_kg,Coffee,45,213,51,162,9585,FALSE,4.176470588,Wednesday,2024-05
5/9/2024,Arabica_Beans_kg,Coffee,45,162,34,128,7290,FALSE,4.764705882,Thursday,2024-05
5/10/2024,Arabica_Beans_kg,Coffee,45,128,79,49,5760,TRUE,1.620253165,Friday,2024-05
5/11/2024,Arabica_Beans_kg,Coffee,45,49,66,0,2205,TRUE,0.742424242,Saturday,2024-05
5/12/2024,Arabica_Beans_kg,Coffee,45,0,42,0,0,TRUE,0,Sunday,2024-05
5/13/2024,Arabica_Beans_kg,Coffee,45,336,51,285,15120,FALSE,6.588235294,Monday,2024-05
5/14/2024,Arabica_Beans_kg,Coffee,45,285,39,246,12825,FALSE,7.307692308,Tuesday,2024-05
5/15/2024,Arabica_Beans_kg,Coffee,45,246,34,212,11070,FALSE,7.235294118,Wednesday,2024-05
5/16/2024,Arabica_Beans_kg,Coffee,45,212,61,151,9540,FALSE,3.475409836,Thursday,2024-05
5/17/2024,Arabica_Beans_kg,Coffee,45,151,60,91,6795,FALSE,2.516666667,Friday,2024-05
5/18/2024,Arabica_Beans_kg,Coffee,45,91,52,39,4095,TRUE,1.75,Saturday,2024-05
5/19/2024,Arabica_Beans_kg,Coffee,45,39,46,0,1755,TRUE,0.847826087,Sunday,2024-05
5/20/2024,Arabica_Beans_kg,Coffee,45,336,49,287,15120,FALSE,6.857142857,Monday,2024-05
5/21/2024,Arabica_Beans_kg,Coffee,45,287,52,235,12915,FALSE,5.519230769,Tuesday,2024-05
5/22/2024,Arabica_Beans_kg,Coffee,45,235,90,145,10575,FALSE,2.611111111,Wednesday,2024-05
5/23/2024,Arabica_Beans_kg,Coffee,45,145,45,100,6525,FALSE,3.222222222,Thursday,2024-05
5/24/2024,Arabica_Beans_kg,Coffee,45,100,60,40,4500,TRUE,1.666666667,Friday,2024-05
5/25/2024,Arabica_Beans_kg,Coffee,45,40,65,0,1800,TRUE,0.615384615,Saturday,2024-05
5/26/2024,Arabica_Beans_kg,Coffee,45,0,44,0,0,TRUE,0,Sunday,2024-05
5/27/2024,Arabica_Beans_kg,Coffee,45,336,56,280,15120,FALSE,6,Monday,2024-05
5/28/2024,Arabica_Beans_kg,Coffee,45,280,68,212,12600,FALSE,4.117647059,Tuesday,2024-05
5/29/2024,Arabica_Beans_kg,Coffee,45,212,52,160,9540,FALSE,4.076923077,Wednesday,2024-05
5/30/2024,Arabica_Beans_kg,Coffee,45,160,71,89,7200,FALSE,2.253521127,Thursday,2024-05
5/31/2024,Arabica_Beans_kg,Coffee,45,89,68,21,4005,TRUE,1.308823529,Friday,2024-05
6/1/2024,Arabica_Beans_kg,Coffee,45,21,71,0,945,TRUE,0.295774648,Saturday,2024-06
6/2/2024,Arabica_Beans_kg,Coffee,45,0,55,0,0,TRUE,0,Sunday,2024-06
6/3/2024,Arabica_Beans_kg,Coffee,45,336,41,295,15120,FALSE,8.195121951,Monday,2024-06
6/4/2024,Arabica_Beans_kg,Coffee,45,295,49,246,13275,FALSE,6.020408163,Tuesday,2024-06
6/5/2024,Arabica_Beans_kg,Coffee,45,246,56,190,11070,FALSE,4.392857143,Wednesday,2024-06
6/6/2024,Arabica_Beans_kg,Coffee,45,190,51,139,8550,FALSE,3.725490196,Thursday,2024-06
6/7/2024,Arabica_Beans_kg,Coffee,45,139,58,81,6255,FALSE,2.396551724,Friday,2024-06
6/8/2024,Arabica_Beans_kg,Coffee,45,81,90,0,3645,TRUE,0.9,Saturday,2024-06
6/9/2024,Arabica_Beans_kg,Coffee,45,0,37,0,0,TRUE,0,Sunday,2024-06
6/10/2024,Arabica_Beans_kg,Coffee,45,336,56,280,15120,FALSE,6,Monday,2024-06
6/11/2024,Arabica_Beans_kg,Coffee,45,280,40,240,12600,FALSE,7,Tuesday,2024-06
6/12/2024,Arabica_Beans_kg,Coffee,45,240,57,183,10800,FALSE,4.210526316,Wednesday,2024-06
6/13/2024,Arabica_Beans_kg,Coffee,45,183,40,143,8235,FALSE,4.575,Thursday,2024-06
6/14/2024,Arabica_Beans_kg,Coffee,45,143,121,22,6435,TRUE,1.181818182,Friday,2024-06
6/15/2024,Arabica_Beans_kg,Coffee,45,22,72,0,990,TRUE,0.305555556,Saturday,2024-06
6/16/2024,Arabica_Beans_kg,Coffee,45,0,47,0,0,TRUE,0,Sunday,2024-06
6/17/2024,Arabica_Beans_kg,Coffee,45,336,61,275,15120,FALSE,5.508196721,Monday,2024-06
6/18/2024,Arabica_Beans_kg,Coffee,45,275,60,215,12375,FALSE,4.583333333,Tuesday,2024-06
6/19/2024,Arabica_Beans_kg,Coffee,45,215,52,163,9675,FALSE,4.134615385,Wednesday,2024-06
6/20/2024,Arabica_Beans_kg,Coffee,45,163,37,126,7335,FALSE,4.405405405,Thursday,2024-06
6/21/2024,Arabica_Beans_kg,Coffee,45,126,75,51,5670,TRUE,1.68,Friday,2024-06
6/22/2024,Arabica_Beans_kg,Coffee,45,51,56,0,2295,TRUE,0.910714286,Saturday,2024-06
6/23/2024,Arabica_Beans_kg,Coffee,45,0,53,0,0,TRUE,0,Sunday,2024-06
6/24/2024,Arabica_Beans_kg,Coffee,45,336,32,304,15120,FALSE,10.5,Monday,2024-06
6/25/2024,Arabica_Beans_kg,Coffee,45,304,44,260,13680,FALSE,6.909090909,Tuesday,2024-06
6/26/2024,Arabica_Beans_kg,Coffee,45,260,46,214,11700,FALSE,5.652173913,Wednesday,2024-06
6/27/2024,Arabica_Beans_kg,Coffee,45,214,45,169,9630,FALSE,4.755555556,Thursday,2024-06
6/28/2024,Arabica_Beans_kg,Coffee,45,169,77,92,7605,FALSE,2.194805195,Friday,2024-06
6/29/2024,Arabica_Beans_kg,Coffee,45,92,54,38,4140,TRUE,1.703703704,Saturday,2024-06
6/30/2024,Arabica_Beans_kg,Coffee,45,38,24,14,1710,TRUE,1.583333333,Sunday,2024-06
7/1/2024,Arabica_Beans_kg,Coffee,45,350,56,294,15750,FALSE,6.25,Monday,2024-07
7/2/2024,Arabica_Beans_kg,Coffee,45,294,63,231,13230,FALSE,4.666666667,Tuesday,2024-07
7/3/2024,Arabica_Beans_kg,Coffee,45,231,46,185,10395,FALSE,5.02173913,Wednesday,2024-07
7/4/2024,Arabica_Beans_kg,Coffee,45,185,50,135,8325,FALSE,3.7,Thursday,2024-07
7/5/2024,Arabica_Beans_kg,Coffee,45,135,70,65,6075,TRUE,1.928571429,Friday,2024-07
7/6/2024,Arabica_Beans_kg,Coffee,45,65,84,0,2925,TRUE,0.773809524,Saturday,2024-07
7/7/2024,Arabica_Beans_kg,Coffee,45,0,54,0,0,TRUE,0,Sunday,2024-07
7/8/2024,Arabica_Beans_kg,Coffee,45,336,52,284,15120,FALSE,6.461538462,Monday,2024-07
7/9/2024,Arabica_Beans_kg,Coffee,45,284,38,246,12780,FALSE,7.473684211,Tuesday,2024-07
7/10/2024,Arabica_Beans_kg,Coffee,45,246,45,201,11070,FALSE,5.466666667,Wednesday,2024-07
7/11/2024,Arabica_Beans_kg,Coffee,45,201,48,153,9045,FALSE,4.1875,Thursday,2024-07
7/12/2024,Arabica_Beans_kg,Coffee,45,153,55,98,6885,FALSE,2.781818182,Friday,2024-07
7/13/2024,Arabica_Beans_kg,Coffee,45,98,70,28,4410,TRUE,1.4,Saturday,2024-07
7/14/2024,Arabica_Beans_kg,Coffee,45,28,47,0,1260,TRUE,0.595744681,Sunday,2024-07
7/15/2024,Arabica_Beans_kg,Coffee,45,336,47,289,15120,FALSE,7.14893617,Monday,2024-07
7/16/2024,Arabica_Beans_kg,Coffee,45,289,61,228,13005,FALSE,4.737704918,Tuesday,2024-07
7/17/2024,Arabica_Beans_kg,Coffee,45,228,42,186,10260,FALSE,5.428571429,Wednesday,2024-07
7/18/2024,Arabica_Beans_kg,Coffee,45,186,40,146,8370,FALSE,4.65,Thursday,2024-07
7/19/2024,Arabica_Beans_kg,Coffee,45,146,82,64,6570,TRUE,1.780487805,Friday,2024-07
7/20/2024,Arabica_Beans_kg,Coffee,45,64,48,16,2880,TRUE,1.333333333,Saturday,2024-07
7/21/2024,Arabica_Beans_kg,Coffee,45,16,52,0,720,TRUE,0.307692308,Sunday,2024-07
7/22/2024,Arabica_Beans_kg,Coffee,45,336,53,283,15120,FALSE,6.339622642,Monday,2024-07
7/23/2024,Arabica_Beans_kg,Coffee,45,283,44,239,12735,FALSE,6.431818182,Tuesday,2024-07
7/24/2024,Arabica_Beans_kg,Coffee,45,239,30,209,10755,FALSE,7.966666667,Wednesday,2024-07
7/25/2024,Arabica_Beans_kg,Coffee,45,209,58,151,9405,FALSE,3.603448276,Thursday,2024-07
7/26/2024,Arabica_Beans_kg,Coffee,45,151,64,87,6795,FALSE,2.359375,Friday,2024-07
7/27/2024,Arabica_Beans_kg,Coffee,45,87,65,22,3915,TRUE,1.338461538,Saturday,2024-07
7/28/2024,Arabica_Beans_kg,Coffee,45,22,47,0,990,TRUE,0.468085106,Sunday,2024-07
7/29/2024,Arabica_Beans_kg,Coffee,45,336,54,282,15120,FALSE,6.222222222,Monday,2024-07
7/30/2024,Arabica_Beans_kg,Coffee,45,282,40,242,12690,FALSE,7.05,Tuesday,2024-07
7/31/2024,Arabica_Beans_kg,Coffee,45,242,43,199,10890,FALSE,5.627906977,Wednesday,2024-07
8/1/2024,Arabica_Beans_kg,Coffee,45,199,41,158,8955,FALSE,4.853658537,Thursday,2024-08
8/2/2024,Arabica_Beans_kg,Coffee,45,158,82,76,7110,TRUE,1.926829268,Friday,2024-08
8/3/2024,Arabica_Beans_kg,Coffee,45,76,60,16,3420,TRUE,1.266666667,Saturday,2024-08
8/4/2024,Arabica_Beans_kg,Coffee,45,16,47,0,720,TRUE,0.340425532,Sunday,2024-08
8/5/2024,Arabica_Beans_kg,Coffee,45,336,44,292,15120,FALSE,7.636363636,Monday,2024-08
8/6/2024,Arabica_Beans_kg,Coffee,45,292,51,241,13140,FALSE,5.725490196,Tuesday,2024-08
8/7/2024,Arabica_Beans_kg,Coffee,45,241,41,200,10845,FALSE,5.87804878,Wednesday,2024-08
8/8/2024,Arabica_Beans_kg,Coffee,45,200,42,158,9000,FALSE,4.761904762,Thursday,2024-08
8/9/2024,Arabica_Beans_kg,Coffee,45,158,54,104,7110,FALSE,2.925925926,Friday,2024-08
8/10/2024,Arabica_Beans_kg,Coffee,45,104,85,19,4680,TRUE,1.223529412,Saturday,2024-08
8/11/2024,Arabica_Beans_kg,Coffee,45,19,37,0,855,TRUE,0.513513514,Sunday,2024-08
8/12/2024,Arabica_Beans_kg,Coffee,45,336,60,276,15120,FALSE,5.6,Monday,2024-08
8/13/2024,Arabica_Beans_kg,Coffee,45,276,36,240,12420,FALSE,7.666666667,Tuesday,2024-08
8/14/2024,Arabica_Beans_kg,Coffee,45,240,49,191,10800,FALSE,4.897959184,Wednesday,2024-08
8/15/2024,Arabica_Beans_kg,Coffee,45,191,55,136,8595,FALSE,3.472727273,Thursday,2024-08
8/16/2024,Arabica_Beans_kg,Coffee,45,136,66,70,6120,FALSE,2.060606061,Friday,2024-08
8/17/2024,Arabica_Beans_kg,Coffee,45,70,83,0,3150,TRUE,0.843373494,Saturday,2024-08
8/18/2024,Arabica_Beans_kg,Coffee,45,0,44,0,0,TRUE,0,Sunday,2024-08
8/19/2024,Arabica_Beans_kg,Coffee,45,336,58,278,15120,FALSE,5.793103448,Monday,2024-08
8/20/2024,Arabica_Beans_kg,Coffee,45,278,50,228,12510,FALSE,5.56,Tuesday,2024-08
8/21/2024,Arabica_Beans_kg,Coffee,45,228,45,183,10260,FALSE,5.066666667,Wednesday,2024-08
8/22/2024,Arabica_Beans_kg,Coffee,45,183,49,134,8235,FALSE,3.734693878,Thursday,2024-08
8/23/2024,Arabica_Beans_kg,Coffee,45,134,75,59,6030,TRUE,1.786666667,Friday,2024-08
8/24/2024,Arabica_Beans_kg,Coffee,45,59,54,5,2655,TRUE,1.092592593,Saturday,2024-08
8/25/2024,Arabica_Beans_kg,Coffee,45,5,43,0,225,TRUE,0.11627907,Sunday,2024-08
8/26/2024,Arabica_Beans_kg,Coffee,45,336,42,294,15120,FALSE,8,Monday,2024-08
8/27/2024,Arabica_Beans_kg,Coffee,45,294,43,251,13230,FALSE,6.837209302,Tuesday,2024-08
8/28/2024,Arabica_Beans_kg,Coffee,45,251,48,203,11295,FALSE,5.229166667,Wednesday,2024-08
8/29/2024,Arabica_Beans_kg,Coffee,45,203,45,158,9135,FALSE,4.511111111,Thursday,2024-08
8/30/2024,Arabica_Beans_kg,Coffee,45,158,77,81,7110,FALSE,2.051948052,Friday,2024-08
8/31/2024,Arabica_Beans_kg,Coffee,45,81,61,20,3645,TRUE,1.327868852,Saturday,2024-08
9/1/2024,Arabica_Beans_kg,Coffee,45,20,51,0,900,TRUE,0.392156863,Sunday,2024-09
9/2/2024,Arabica_Beans_kg,Coffee,45,336,58,278,15120,FALSE,5.793103448,Monday,2024-09
9/3/2024,Arabica_Beans_kg,Coffee,45,278,52,226,12510,FALSE,5.346153846,Tuesday,2024-09
9/4/2024,Arabica_Beans_kg,Coffee,45,226,57,169,10170,FALSE,3.964912281,Wednesday,2024-09
9/5/2024,Arabica_Beans_kg,Coffee,45,169,49,120,7605,FALSE,3.448979592,Thursday,2024-09
9/6/2024,Arabica_Beans_kg,Coffee,45,120,68,52,5400,TRUE,1.764705882,Friday,2024-09
9/7/2024,Arabica_Beans_kg,Coffee,45,52,58,0,2340,TRUE,0.896551724,Saturday,2024-09
